risk_entity_id,candidate_id,entity_id,report_month,horizon,risk_probability,involved_amount,involved_amount_source,risk_level,risk_band,main_reason_summary,reason,detector_evidence_count,updated_at
43B3F24E6895475BA3EA1CD00FA74CE0|YL006583140|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL006583140|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL006583140|ZA04CBH0205010303704,2025-09,H3,,0.0,purchase_amount_sum_last_3m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:31:11.000236+00:00
43B3F24E6895475BA3EA1CD00FA74CE0|YL006583140|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL006583140|ZA04CBH0205010303704|H6,43B3F24E6895475BA3EA1CD00FA74CE0|YL006583140|ZA04CBH0205010303704,2025-09,H6,,0.0,purchase_amount_sum_last_6m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:31:11.000236+00:00
43B3F24E6895475BA3EA1CD00FA74CE0|YL006583140|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL006583140|ZA04CBH0205010303704|H12,43B3F24E6895475BA3EA1CD00FA74CE0|YL006583140|ZA04CBH0205010303704,2025-09,H12,,0.0,purchase_amount_sum_last_12m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:31:11.000236+00:00
9701EFF559DF4862AF18CF0DC1B6962D|YL652503|XA12CBP084X001010403705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL652503|XA12CBP084X001010403705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL652503|XA12CBP084X001010403705,2025-09,H3,,0.0,purchase_amount_sum_last_3m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:31:11.000236+00:00
9701EFF559DF4862AF18CF0DC1B6962D|YL652503|XA12CBP084X001010403705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL652503|XA12CBP084X001010403705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL652503|XA12CBP084X001010403705,2025-09,H6,,0.0,purchase_amount_sum_last_6m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:31:11.000236+00:00
9701EFF559DF4862AF18CF0DC1B6962D|YL652503|XA12CBP084X001010403705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL652503|XA12CBP084X001010403705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL652503|XA12CBP084X001010403705,2025-09,H12,,0.0,purchase_amount_sum_last_12m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:31:11.000236+00:00
43B3F24E6895475BA3EA1CD00FA74CE0|YL6816011|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL6816011|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL6816011|ZA04CBH0205010303704,2025-09,H3,,0.0,purchase_amount_sum_last_3m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:31:11.000236+00:00
43B3F24E6895475BA3EA1CD00FA74CE0|YL6816011|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL6816011|ZA04CBH0205010303704|H6,43B3F24E6895475BA3EA1CD00FA74CE0|YL6816011|ZA04CBH0205010303704,2025-09,H6,,0.0,purchase_amount_sum_last_6m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:31:11.000236+00:00
43B3F24E6895475BA3EA1CD00FA74CE0|YL6816011|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL6816011|ZA04CBH0205010303704|H12,43B3F24E6895475BA3EA1CD00FA74CE0|YL6816011|ZA04CBH0205010303704,2025-09,H12,,0.0,purchase_amount_sum_last_12m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:31:11.000236+00:00
43B3F24E6895475BA3EA1CD00FA74CE0|YL6574037|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL6574037|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL6574037|ZA04CBH0205010303704,2025-09,H3,,0.0,purchase_amount_sum_last_3m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:31:11.000236+00:00
43B3F24E6895475BA3EA1CD00FA74CE0|YL6574037|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL6574037|ZA04CBH0205010303704|H6,43B3F24E6895475BA3EA1CD00FA74CE0|YL6574037|ZA04CBH0205010303704,2025-09,H6,,0.0,purchase_amount_sum_last_6m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:31:11.000236+00:00
43B3F24E6895475BA3EA1CD00FA74CE0|YL6574037|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YL6574037|ZA04CBH0205010303704|H12,43B3F24E6895475BA3EA1CD00FA74CE0|YL6574037|ZA04CBH0205010303704,2025-09,H12,,3750.0,purchase_amount_sum_last_12m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:31:11.000236+00:00
F9BDA11C2EE443F49615B9AD6AFBD4AA|YL510833|XJ01CAA040E001010303712|H3,F9BDA11C2EE443F49615B9AD6AFBD4AA|YL510833|XJ01CAA040E001010303712|H3,F9BDA11C2EE443F49615B9AD6AFBD4AA|YL510833|XJ01CAA040E001010303712,2025-09,H3,,0.0,purchase_amount_sum_last_3m_asof_cutoff,observation,Observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:31:11.000236+00:00
F9BDA11C2EE443F49615B9AD6AFBD4AA|YL510833|XJ01CAA040E001010303712|H3,F9BDA11C2EE443F49615B9AD6AFBD4AA|YL510833|XJ01CAA040E001010303712|H6,F9BDA11C2EE443F49615B9AD6AFBD4AA|YL510833|XJ01CAA040E001010303712,2025-09,H6,,0.0,purchase_amount_sum_last_6m_asof_cutoff,observation,Observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:31:11.000236+00:00
F9BDA11C2EE443F49615B9AD6AFBD4AA|YL510833|XJ01CAA040E001010303712|H3,F9BDA11C2EE443F49615B9AD6AFBD4AA|YL510833|XJ01CAA040E001010303712|H12,F9BDA11C2EE443F49615B9AD6AFBD4AA|YL510833|XJ01CAA040E001010303712,2025-09,H12,,1810.0,purchase_amount_sum_last_12m_asof_cutoff,observation,Observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:31:11.000236+00:00
43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704,2025-09,H3,,0.0,purchase_amount_sum_last_3m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:31:11.000236+00:00
43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704|H6,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704,2025-09,H6,,0.0,purchase_amount_sum_last_6m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:31:11.000236+00:00
43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704|H12,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704,2025-09,H12,,1250.0,purchase_amount_sum_last_12m_asof_cutoff,attention,Attention,multi_recall_union_top10|manufacturer_worklist_fill_observation,multi_recall_union_top10|manufacturer_worklist_fill_observation,0,2026-07-09T06:31:11.000236+00:00
