evidence_id,risk_card_id,risk_entity_id,candidate_id,evidence_type,evidence_level,evidence_text,business_metric_name,business_metric_value,source_feature_name,source_feature_value,visibility_level,sort_order
ev_1_card_primary_43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704|H3,card_primary_43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704|H3,selection_reason,business_visible,Selected as a new terminal attention item; not recurring churn.,,,,,business_visible,1
ev_1_card_purchase_frequency_fluctuation_warning_43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704|H3,card_purchase_frequency_fluctuation_warning_43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704|H3,frequency_drop,business_visible,Recent purchase frequency is below baseline.,frequency_ratio,0.0,frequency_ratio,0.0,business_visible,1
ev_1_card_purchase_quantity_fluctuation_warning_43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704|H3,card_purchase_quantity_fluctuation_warning_43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704|H3,quantity_drop,business_visible,Recent quantity is below baseline and needs review.,quantity_ratio,0.0,quantity_ratio,0.0,business_visible,1
ev_1_card_new_terminal_detection_43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704|H3,card_new_terminal_detection_43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704|H3,43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704|H3,new_terminal_attention,business_visible,Object is a new terminal attention item.,one_shot_attention_score,0.16219396701266797,one_shot_attention_score,0.16219396701266797,business_visible,1
ev_1_card_primary_9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H3,card_primary_9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H3,selection_reason,business_visible,Selected as a new terminal attention item; not recurring churn.,,,,,business_visible,1
ev_1_card_purchase_frequency_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H3,card_purchase_frequency_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H3,frequency_drop,business_visible,Recent purchase frequency is below baseline.,frequency_ratio,0.0,frequency_ratio,0.0,business_visible,1
ev_1_card_purchase_quantity_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H3,card_purchase_quantity_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H3,quantity_drop,business_visible,Recent quantity is below baseline and needs review.,quantity_ratio,0.0,quantity_ratio,0.0,business_visible,1
ev_1_card_new_terminal_detection_9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H3,card_new_terminal_detection_9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H3,new_terminal_attention,business_visible,Object is a new terminal attention item.,one_shot_attention_score,0.2538139844533836,one_shot_attention_score,0.2538139844533836,business_visible,1
ev_1_card_primary_9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|ZA01BAS0839020103705|H3,card_primary_9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|ZA01BAS0839020103705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|ZA01BAS0839020103705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|ZA01BAS0839020103705|H3,selection_reason,business_visible,Selected for observation; not a strong warning.,,,,,business_visible,1
ev_1_card_purchase_frequency_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|ZA01BAS0839020103705|H3,card_purchase_frequency_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|ZA01BAS0839020103705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|ZA01BAS0839020103705|H3,9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|ZA01BAS0839020103705|H3,frequency_drop,business_visible,Recent purchase frequency is below baseline.,frequency_ratio,0.0,frequency_ratio,0.0,business_visible,1
