tenant_id,report_month,manufacturer_code,manufacturer_display_name,hospital_code,hospital_display_name,drug_code,drug_group,drug_display_name,product_line_code,product_line_name,region_code,region_display_name,display_key,display_name_source,display_name_quality,source_raw_batch_id,updated_at
default_tenant,2025-12,43B3F24E6895475BA3EA1CD00FA74CE0,43B3F24E6895475BA3EA1CD00FA74CE0,YLNS00448038,YLNS00448038,ZA04CBH0205010303704,ZA04CBH0205010303704,ZA04CBH0205010303704,,,130000,130000,default_tenant|2025-12|43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448038|ZA04CBH0205010303704,master,master,current_v2_raw_input_batch,2026-07-09T06:46:04+00:00
default_tenant,2025-12,9701EFF559DF4862AF18CF0DC1B6962D,9701EFF559DF4862AF18CF0DC1B6962D,YLNS00006477,YLNS00006477,ZA01BAS0839020103705,ZA01BAS0839020103705,ZA01BAS0839020103705,,,130000,130000,default_tenant|2025-12|9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705,master,master,current_v2_raw_input_batch,2026-07-09T06:46:04+00:00
default_tenant,2025-12,9701EFF559DF4862AF18CF0DC1B6962D,9701EFF559DF4862AF18CF0DC1B6962D,YL6563724,YL6563724,ZA01BAS0839020103705,ZA01BAS0839020103705,ZA01BAS0839020103705,,,140000,140000,default_tenant|2025-12|9701EFF559DF4862AF18CF0DC1B6962D|YL6563724|ZA01BAS0839020103705,master,master,current_v2_raw_input_batch,2026-07-09T06:46:04+00:00
default_tenant,2025-12,43B3F24E6895475BA3EA1CD00FA74CE0,43B3F24E6895475BA3EA1CD00FA74CE0,YL6807633,YL6807633,ZA04CBH0205010303704,ZA04CBH0205010303704,ZA04CBH0205010303704,,,130000,130000,default_tenant|2025-12|43B3F24E6895475BA3EA1CD00FA74CE0|YL6807633|ZA04CBH0205010303704,master,master,current_v2_raw_input_batch,2026-07-09T06:46:04+00:00
default_tenant,2025-12,43B3F24E6895475BA3EA1CD00FA74CE0,43B3F24E6895475BA3EA1CD00FA74CE0,YLNS00032146,YLNS00032146,ZA04CBH0205010303704,ZA04CBH0205010303704,ZA04CBH0205010303704,,,130000,130000,default_tenant|2025-12|43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00032146|ZA04CBH0205010303704,master,master,current_v2_raw_input_batch,2026-07-09T06:46:04+00:00
default_tenant,2025-12,43B3F24E6895475BA3EA1CD00FA74CE0,43B3F24E6895475BA3EA1CD00FA74CE0,YL651842,YL651842,ZA04CBH0205010503704,ZA04CBH0205010503704,ZA04CBH0205010503704,,,650000,650000,default_tenant|2025-12|43B3F24E6895475BA3EA1CD00FA74CE0|YL651842|ZA04CBH0205010503704,master,master,current_v2_raw_input_batch,2026-07-09T06:46:04+00:00
default_tenant,2025-12,43B3F24E6895475BA3EA1CD00FA74CE0,43B3F24E6895475BA3EA1CD00FA74CE0,YLNS00448446,YLNS00448446,ZA12HAZ0399010303704,ZA12HAZ0399010303704,ZA12HAZ0399010303704,,,130000,130000,default_tenant|2025-12|43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00448446|ZA12HAZ0399010303704,master,master,current_v2_raw_input_batch,2026-07-09T06:46:04+00:00
default_tenant,2025-12,9701EFF559DF4862AF18CF0DC1B6962D,9701EFF559DF4862AF18CF0DC1B6962D,YL6804946,YL6804946,XA12CBP084X001010403705,XA12CBP084X001010403705,XA12CBP084X001010403705,,,650000,650000,default_tenant|2025-12|9701EFF559DF4862AF18CF0DC1B6962D|YL6804946|XA12CBP084X001010403705,master,master,current_v2_raw_input_batch,2026-07-09T06:46:04+00:00
default_tenant,2025-12,43B3F24E6895475BA3EA1CD00FA74CE0,43B3F24E6895475BA3EA1CD00FA74CE0,YLNS00014327,YLNS00014327,ZA04CBH0205010303704,ZA04CBH0205010303704,ZA04CBH0205010303704,,,130000,130000,default_tenant|2025-12|43B3F24E6895475BA3EA1CD00FA74CE0|YLNS00014327|ZA04CBH0205010303704,master,master,current_v2_raw_input_batch,2026-07-09T06:46:04+00:00
default_tenant,2025-12,9701EFF559DF4862AF18CF0DC1B6962D,9701EFF559DF4862AF18CF0DC1B6962D,YL360705,YL360705,e55aab9b3ee754a3580eded051caa1c2,e55aab9b3ee754a3580eded051caa1c2,e55aab9b3ee754a3580eded051caa1c2,,,360000,360000,default_tenant|2025-12|9701EFF559DF4862AF18CF0DC1B6962D|YL360705|e55aab9b3ee754a3580eded051caa1c2,master,master,current_v2_raw_input_batch,2026-07-09T06:46:04+00:00
default_tenant,2025-12,F9BDA11C2EE443F49615B9AD6AFBD4AA,F9BDA11C2EE443F49615B9AD6AFBD4AA,YL514270,YL514270,XJ01CAA040E001010303712,XJ01CAA040E001010303712,XJ01CAA040E001010303712,,,510000,510000,default_tenant|2025-12|F9BDA11C2EE443F49615B9AD6AFBD4AA|YL514270|XJ01CAA040E001010303712,master,master,current_v2_raw_input_batch,2026-07-09T06:46:04+00:00
default_tenant,2025-12,DFC52F4CCF384D849D053242EA2935F3,DFC52F4CCF384D849D053242EA2935F3,YL502029,YL502029,ZA12AAN0014010103711,ZA12AAN0014010103711,ZA12AAN0014010103711,,,500000,500000,default_tenant|2025-12|DFC52F4CCF384D849D053242EA2935F3|YL502029|ZA12AAN0014010103711,master,master,current_v2_raw_input_batch,2026-07-09T06:46:04+00:00
default_tenant,2025-12,43B3F24E6895475BA3EA1CD00FA74CE0,43B3F24E6895475BA3EA1CD00FA74CE0,YL214397,YL214397,ZA04CBH0205010303704,ZA04CBH0205010303704,ZA04CBH0205010303704,,,210000,210000,default_tenant|2025-12|43B3F24E6895475BA3EA1CD00FA74CE0|YL214397|ZA04CBH0205010303704,master,master,current_v2_raw_input_batch,2026-07-09T06:46:04+00:00
default_tenant,2025-12,F9BDA11C2EE443F49615B9AD6AFBD4AA,F9BDA11C2EE443F49615B9AD6AFBD4AA,YL513516,YL513516,XJ01CAA040E001010303712,XJ01CAA040E001010303712,XJ01CAA040E001010303712,,,510000,510000,default_tenant|2025-12|F9BDA11C2EE443F49615B9AD6AFBD4AA|YL513516|XJ01CAA040E001010303712,master,master,current_v2_raw_input_batch,2026-07-09T06:46:04+00:00
default_tenant,2025-12,9701EFF559DF4862AF18CF0DC1B6962D,9701EFF559DF4862AF18CF0DC1B6962D,YL360196,YL360196,e55aab9b3ee754a3580eded051caa1c2,e55aab9b3ee754a3580eded051caa1c2,e55aab9b3ee754a3580eded051caa1c2,,,360000,360000,default_tenant|2025-12|9701EFF559DF4862AF18CF0DC1B6962D|YL360196|e55aab9b3ee754a3580eded051caa1c2,master,master,current_v2_raw_input_batch,2026-07-09T06:46:04+00:00
default_tenant,2025-12,43B3F24E6895475BA3EA1CD00FA74CE0,43B3F24E6895475BA3EA1CD00FA74CE0,YL652102,YL652102,ZA04CBH0205010503704,ZA04CBH0205010503704,ZA04CBH0205010503704,,,650000,650000,default_tenant|2025-12|43B3F24E6895475BA3EA1CD00FA74CE0|YL652102|ZA04CBH0205010503704,master,master,current_v2_raw_input_batch,2026-07-09T06:46:04+00:00
default_tenant,2025-12,9701EFF559DF4862AF18CF0DC1B6962D,9701EFF559DF4862AF18CF0DC1B6962D,YL651262,YL651262,XA12CBP084X001010403705,XA12CBP084X001010403705,XA12CBP084X001010403705,,,650000,650000,default_tenant|2025-12|9701EFF559DF4862AF18CF0DC1B6962D|YL651262|XA12CBP084X001010403705,master,master,current_v2_raw_input_batch,2026-07-09T06:46:04+00:00
default_tenant,2025-12,9701EFF559DF4862AF18CF0DC1B6962D,9701EFF559DF4862AF18CF0DC1B6962D,YL651527,YL651527,XA12CBP084X001010403705,XA12CBP084X001010403705,XA12CBP084X001010403705,,,650000,650000,default_tenant|2025-12|9701EFF559DF4862AF18CF0DC1B6962D|YL651527|XA12CBP084X001010403705,master,master,current_v2_raw_input_batch,2026-07-09T06:46:04+00:00
